,release_date,track_id,track_name,track_rating,artist_id,artist_name,album_id,album_name,genre,lyrics
304,2016-11-17,118611224,That's What I Like,85,33492237,Bruno Mars,24495702,24K Magic,Alternative Rap,"Ayy, ayy, ayy

I got a condo in Manhattan
Baby girl, what's happenin'? (What's happenin'?)
You and your ass invited
So go on and get to clappin' (clap)
Go pop it for a player
Pop, pop it for me
Turn around and drop it for a player (drop it)
Drop, drop it for me (drop it)

I'll rent a beach house in Miami (-ami)
Wake up with no jammies (nope)
Lobster tail for dinner (yeah)
Julio, serve that scampi (Julio!)
You got it if you want it
Got, got it if you want it
Said, you got it if you want it
Take my wallet if you want it, now

Jump in the Cadillac
Girl, let's put some miles on it
Anything you want
Just to put a smile on it
You deserve it, baby, you deserve it all
And I'm gonna give it to you

Gold jewelry shining so bright
...

******* This Lyrics is NOT for Commercial use *******"
305,2017-04-14,246780246,HUMBLE.,85,33492070,Kendrick Lamar,54598971,DAMN.,Hip Hop/Rap,"Nobody pray for me
It been that day for me
Way (yeah, yeah!)

Ayy, I remember syrup sandwiches and crime allowances
Finesse a nigga with some counterfeits, but now I'm countin' this
Parmesan where my accountant lives; in fact, I'm downin' this
D'USSÉ with my boo bae tastes like Kool-Aid for the analysts

Girl, I can buy yo' ass the world with my paystub
Ooh, that pussy good, won't you sit it on my taste buds?
I get way too petty once you let me do the extras
Pull up on your block, then break it down, we playin' Tetris

A.m. to the p.m., p.m. to the a.m., funk
Piss out your per diem, you just gotta hate 'em, funk
If I quit your BM, I still ride Mercedes, funk
If I quit this season, I still be the greatest, funk

My left stroke just went viral
Right stroke put lil' baby in a spiral
Soprano C, we like to keep it on a high note
It's levels to it, you and I know

Bitch, be humble (hol' up, bitch)
Sit down (hol' up, lil', hol' up, lil' bitch)
Be humble (hol' up, bitch)
Sit down (hol' up, sit down, lil', sit down, lil' bitch)
...

******* This Lyrics is NOT for Commercial use *******"
306,2017-01-06,194177179,Body Like A Back Road,77,54705128,Sam Hunt,25386733,Drinkin' Too Much,Contemporary Country,"Got a girl from the Southside
Got braids in her hair
First time I seen her walk by
Man I 'bout fell up out my chair
Had to get her number
It took me like six weeks
Now me and her go way back
Like Cadillac seats

Body like a back road
Drivin' with my eyes closed
I know every curve like the back of my hand
Doin' 15 in a 30
I ain't in no hurry
I'ma take it slow just as fast as I can

The way she fit in them blue jeans
...

******* This Lyrics is NOT for Commercial use *******"
307,2017-06-23,146128327,Believer,91,13895270,Imagine Dragons,28220887,Evolve,Electronic,"First things first, I'ma say all the words inside my head
I'm fired up, and tired of the way that things have been, oh-ooh
The way that things have been, oh-ooh
Second thing second, don't you tell me what you think that I can be
I'm the one at the sail, I'm the master of my sea, oh-ooh
The master of my sea, oh-ooh

I was broken from a young age
Taking my sulking to the masses
Writing my poems for the few
That look at me, took to me, shook to me, feelin' me
Singing from heartache from the pain
Taking my message from the veins
Speaking my lesson from the brain
Seeing the beauty through the

Pain!
You made me a, you made me a believer, believer

Pain!
You break me down, and build me up, believer, believer
Pain!
...

******* This Lyrics is NOT for Commercial use *******"
308,2016-10-28,115919211,Say You Won't Let Go,91,14009857,James Arthur,24081522,Back from the Edge,Pop,"I met you in the dark
You lit me up
You made me feel as though
I was enough
We danced the night away
We drank too much
I held your hair back when
You were throwing up

Then you smiled over your shoulder
For a minute, I was stone cold sober
I pulled you closer to my chest
And you asked me to stay over
I said, ""I already told ya
I think that you should get some rest""

I knew I loved you then, but you'd never know
'Cause I played it cool when I was scared of letting go
I knew I needed you, but I never showed
But I wanna stay with you until we're grey and old
...

******* This Lyrics is NOT for Commercial use *******"
309,2017-08-24,134313316,XO Tour Llif3,83,33491455,Lil Uzi Vert,26805512,Luv Is Rage 2,Hip Hop/Rap,"Are you alright? I'm alright, I'm quite alright and my money's right
(8...) yeah
(Countin' them bands all way to the top 'til they be fallin' over)

(Countin' them bands, on my way to the top 'til we fallin' over)

I don't really care if you cry
On the real, you should've never lied
Should've saw the way she looked me in my eyes
She said, ""Baby, I am not afraid to die""

Push me to the edge, all my friends are dead
Push me to the edge, all my friends are dead
Push me to the edge, all my friends are dead
Push me to the edge

Phantom that's all red, inside all white
Like something you ride a sled down, I just want that head
My Brittany got mad, I'm barely her man now
Everybody got the same swag now, watch the way that I tear it down
...

******* This Lyrics is NOT for Commercial use *******"
310,2017-06-29,131485018,Mask Off,80,46973849,Future,26384246,FUTURE,Hip Hop/Rap,"Call it how it is
Hendrix
I promise, I swear, I swear
You heard, spit it, yo

Percocets (ya), molly, Percocets (Percocets)
Percocets (ya), molly, Percocets (Percocets)
Rep the set (yee), gotta rep the set (gang, gang)
Chase a check (chase it), never chase a bitch
(Don't chase no bitches)

Mask on, fuck it, mask off (mask)
Mask on, fuck it, mask off (mask)
Percocets ('cets), molly, Percocets (Percocets)
Chase a check (chase it), never chase a bitch (don't chase no bitches)

Two cups (cup), toast up with the gang (gang, gang)
From food stamps to a whole 'nother domain, ya
Out the bottom (ye), I'm the livin' proof (super)
Ain't compromisin', half a million on the coupe (gang, gang)
Drug houses (where), lookin' like Peru (woah, woah, woah)
Graduated, I was overdue (I'm on due)
Pink molly (molly), I can barely move (barely move)
Ask about me ('bout me), I'm gon' bust a move
Rick James (James), 33 chains (33)
Ocean air (air), cruisin' Biscayne
...

******* This Lyrics is NOT for Commercial use *******"
311,2016-11-17,118611216,24K Magic,84,33492237,Bruno Mars,24495702,24K Magic,Contemporary R&B,"Tonight
I just want to take you higher
Throw your hands up in the sky
Let's set this party off right

Players, put your pinky rings up to the moon
Girls, what y'all trying to do?
24 karat magic in the air
Head to toe so player
Uh, look out!

Pop pop, it's show time (show time)
Show time (show time)
Guess who's back again?
Oh, they don't know? (Go on, tell 'em)
Oh, they don't know? (Go on, tell 'em)
I bet they know soon as we walk in (sho'nuff)
Wearing Cuban links (yeah)
Designer minks (yeah)
Inglewood's finest shoes (whoop, whoop)
Don't look too hard, might hurt yourself
Known to give the colour red the blues

Ooh, shit
I'm a dangerous man with some money in my pocket
(Keep up)
So many pretty girls around me, and they waking up the rocket
(Keep up)
Why you mad? Fix your face
Ain't my fault that y'all be jocking (keep up)

...

******* This Lyrics is NOT for Commercial use *******"
312,2017-04-27,125673809,Location,81,32569774,Khalid,25530331,American Teen,R&B/Soul,"Send me your location
Let's focus on communicating
'Cause I just need the time and place to come through
(Place to come through)
Send me your location
Let's ride the vibrations
I don't need nothing else but you
(I don't need nothing else but you)

At times I wonder why I fool with you
But this is new to me, this is new to you
Initially, I didn't wanna fall for you
Gather my attention it was all for you, so don't
Take advantage, don't leave my heart damaged
To understand that things go a little bit better when you plan it, oh

So won't you send me your location
Let's focus on communicating
'Cause I just need the time and place to come through
...

******* This Lyrics is NOT for Commercial use *******"
313,2018-05-11,149867283,Attention,91,55493353,Charlie Puth,28833923,Voicenotes,Pop/Rock,"Whoa-oh, hmm

You've been running 'round, running 'round
Running 'round, throwing that dirt all on my name
'Cause you knew that I, knew that I
Knew that I'd call you up

You've been going 'round, going 'round
Going 'round every party in LA
'Cause you knew that I, knew that I
Knew that I'd be at one

I know that dress is karma, perfume regret
You got me thinking 'bout when you were mine, oh
And now I'm all upon you, what you expect?
But you're not coming home with me tonight

You just want attention; you don't want my heart
Maybe you just hate the thought of me with someone new
Yeah, you just want attention, I knew from the start
You're just making sure I'm never getting over you, oh

You've been running 'round, running 'round
Running 'round, throwing that dirt all on my name
'Cause you knew that I, knew that I
Knew that I'd call you up
...

******* This Lyrics is NOT for Commercial use *******"
314,2017-04-20,128770205,There's Nothing Holdin' Me Back,87,27846837,Shawn Mendes,25970526,Illuminate,Pop/Rock,"I wanna follow where she goes
I think about her and she knows it
I wanna let her take control
'Cause every time that she gets close, yeah

She pulls me in enough to keep me guessin', hmm

And maybe I should stop and start confessin'
Confessin', yeah

Oh, I've been shakin'
I love it when you go crazy
You take all my inhibitions
Baby, there's nothing holdin' me back
You take me places that tear up my reputation
Manipulate my decisions
Baby, there's nothing holdin' me back

There's nothing holdin' me back

...

******* This Lyrics is NOT for Commercial use *******"
315,2018-04-05,148364172,Bodak Yellow,80,53233741,Cardi B,28578970,Invasion of Privacy,East Coast Rap,"KSR
It's Cardi, ayy
Said, ""I'm the shit, they can't fuck with me if they wanted to""
God damn

Said, ""Lil bitch, you can't fuck with me if you wanted to""
These expensive, these is red bottoms, these is bloody shoes
Hit the store, I can get 'em both, I don't wanna choose
And I'm quick, cut a nigga off, so don't get comfortable, look
I don't dance now, I make money moves
Say I don't gotta dance, I make money move
If I see you and I don't speak, that means I don't fuck with you
I'm a boss, you a worker, bitch, I make bloody moves

Now she say she gon' do what to who?
Let's find out and see
Cardi B, you know where I'm at, you know where I be
You in the club just to party, I'm there, I get paid a fee
I be in and out them banks so much
I know they're tired of me
Honestly, don't give a fuck 'bout who ain't fond of me
Dropped two mixtapes in six months
What bitch working as hard as me?
I don't bother with these hoes
Don't let these hoes bother me
They see pictures, they say, ""Goals""
Bitch, I'm who they tryna be

Look, I might just chill in some BAPE
I might just chill with your boo
I might just feel on your babe
...

******* This Lyrics is NOT for Commercial use *******"
316,2016-12-02,123516564,Redbone,83,513697,Childish Gambino,25212820,"Awaken, My Love!",R&B/Soul,"Daylight
I wake up feeling like you won't play right
I used to know, but now that shit don't feel right
It made me put away my pride

So long
You made a nigga wait for some, so long
You make it hard for a boy like that to go wrong
I'm wishing I could make this mine, oh

If you want it, yeah
You can have it, oh, oh, oh
If you need it, ooh
We can make it, oh
If you want it
You can have it

But stay woke
Niggas creepin'
They gon' find you
Gon' catch you sleepin', ooh
Now stay woke
...

******* This Lyrics is NOT for Commercial use *******"
317,2017-07-28,132626463,Issues,80,26652992,Julia Michaels,26564409,Nervous System,Pop,"I'm jealous, I'm overzealous
When I'm down I get real down
When I'm high I don't come down
But I get angry, baby, believe me
I could love you just like that
And I can leave you just as fast

But you don't judge me
'Cause if you did, baby, I would judge you too
No, you don't judge me
'Cause if you did, baby, I would judge you too

'Cause I got issues, but you got 'em too
So give 'em all to me and I'll give mine to you
Bask in the glory of all our problems
'Cause we got the kind of love it takes to solve 'em
Yeah, I got issues
And one of them is how bad I need you
...

******* This Lyrics is NOT for Commercial use *******"
318,2015-11-13,84255034,Scars To Your Beautiful,85,28689912,Alessia Cara,20888522,Know-It-All,Electronic,"She just wants to be, beautiful
She goes, unnoticed she knows, no limits
She craves, attention she praises, an image
She prays to be, sculpted by the sculptor

Oh, she don't see, the light that's shining
Deeper than the eyes can find it
Maybe we have made her blind
So she tries to cover up her pain
And cut her woes away
'Cause covergirls don't cry
After their face is made

But there's a hope that's waiting for you in the dark
You should know you're beautiful just the way you are
And you don't have to change a thing
The world could change its heart
No scars to your beautiful
We're stars and we're beautiful

Oh-oh-oh-oh
Oh-oh-oh-oh

And you don't have to change a thing
The world could change its heart
No scars to your beautiful
We're stars and we're beautiful
...

******* This Lyrics is NOT for Commercial use *******"
319,2017-10-20,137250047,Slow Hands,90,24505462,Niall Horan,27029908,Flicker,Pop,"We should take this back to my place
That's what she said right to my face
'Cause I want you bad, yeah I want you baby
I've been thinking about it all day
And I hope you feel the same way, yeah
'Cause I want you bad, yeah, I want you, baby

Slow, slow hands
Back sweat dripping down the dirty laundry
No, no chance
That I'm leaving here without you on me
I, I know, yeah, I already know that there ain't no stopping
Your plans and those slow hands
Slow hands

...

******* This Lyrics is NOT for Commercial use *******"
320,2016-01-28,97315475,Love On The Brain,91,48725448,Rihanna,21809511,ANTI,Doo Wop,"And you got me like oh
What you want from me?
(What you want from me?)
And tried to buy your pretty heart
But the price's too high

Baby you got me like oh
You love when I fall apart
(Fall apart)
So you can put me together
And throw me against the wall

Baby you got me like ah, woo, ah

Don't you stop loving me
(Loving me) Don't quit loving me
(Loving me) Just start loving me
(Loving me)

Oh, and babe I'm fist fighting with fire
Just to get close to you
Can we burn something babe?
And I'll run for miles just to get a taste
...

******* This Lyrics is NOT for Commercial use *******"
321,2017-02-02,125676422,Bounce Back,78,48617556,Big Sean,25530719,I Decided.,Hip Hop/Rap,"If Young Metro don't trust you I'ma shoot you

Last night took an L, but tonight I bounce back
Wake up every morning, by the night, I count stacks
Knew that ass was real when I hit, it bounce back
(You ain't getting checks)
Last night took an L, but tonight I bounce back
Boy, I been broke as hell, cashed a check and bounced back
D town LAX, every week I bounce back
If you a real one, then you know how to bounce back

Don't owe nobody, owe nobody
Always on the fuckin' job, I got no hobbies
Got the city fuckin' with me cause I'm homegrown
Vibin' out more than my phone though
Leave me 'lone, me on my own though
Look, I cut that bitch off like an edit
My daddy a G, it's genetics (Straight up)
I heard ya new shit, it's pathetic
Ya contract should be s-shredded
Took my dogs on a private jet from the public housing
I kept it G, yeah, one thousand
Clique star studded like the Paramount mountain
Everything I do is righteous
Betting on me is the right risk
Even in a fucking crisis
I'm never on some switching sides shit
I switch gears to the night shift
Blacking out cause I'm enlightened
God talk to me in silence
But I hear him every time mane
...

******* This Lyrics is NOT for Commercial use *******"
322,2017-03-18,127644462,Fake Love,80,55458656,Drake,25808535,More Life,Hip Hop/Rap,"Yeah, yeah

I've been down so long it look like up to me
They look up to me
I got fake people showin' fake love to me
Straight up to my face
Straight up to my face
I've been down so long it look like up to me
They look up to me
I got fake people showin' fake love to me
Straight up to my face
Straight up to my face

Somethin' ain't right when we talkin'
Somethin' ain't right when we talkin'
Look like you hidin' your problems
Really you never was all in
No you can't son me, you won't never get to run me
Just when shit look out of reach, I reach back like one, three
Like one, three, yeah

That's when they smile in my face
Whole time they wanna take my place
Whole time they wanna take my place
...

******* This Lyrics is NOT for Commercial use *******"
323,2017-11-10,134319907,Look What You Made Me Do,84,259675,Taylor Swift,26806100,reputation,Electronic,"I don't like your little games
Don't like your tilted stage
The role you made me play of the fool
No, I don't like you

I don't like your perfect crime
How you laugh when you lie
You said the gun was mine
Isn't cool, no, I don't like you (oh!)

But I got smarter, I got harder in the nick of time
Honey, I rose up from the dead, I do it all the time
I got a list of names, and yours is in red, underlined
I check it once, then I check it twice, oh!

Ooh, look what you made me do
Look what you made me do
Look what you just made me do
Look what you just made me...
Ooh, look what you made me do
Look what you made me do
Look what you just made me do
Look what you just made me do

I (I) don't (don't) like your kingdom keys (keys)
They (they) once belonged to me (me)
You (you) asked me for a place to sleep
...

******* This Lyrics is NOT for Commercial use *******"
324,2017-03-03,124985075,Castle on the Hill,83,49581672,Ed Sheeran,25422950,÷ (Deluxe),Folk-Rock,"When I was six years old, I broke my leg
I was running from my brother and his friends
And tasted the sweet perfume of the mountain grass I rolled down
I was younger then, take me back to when I

Found my heart and broke it here
Made friends and lost them through the years
And I've not seen the roaring fields in so long
I know I've grown, but I can't wait to go home

I'm on my way
Driving at 90 down those country lanes
Singing to Tiny Dancer
And I miss the way you make me feel, and it's real
When we watched the sunset over the castle on the hill

15 years old and smoking hand-rolled cigarettes
...

******* This Lyrics is NOT for Commercial use *******"
325,2017-04-07,128091074,Paris,81,26490468,The Chainsmokers,25865374,Memories...Do Not Open,Electronic,"We were staying in Paris
To get away from your parents
And I thought, ""Wow, if I could take this in a shot right now
I don't think that we could work this out""
Out on the terrace
I don't know if it's fair, but I thought
""How could I let you fall by yourself
While I'm wasted with someone else?""

If we go down, then we go down together
They'll say you could do anything
They'll say that I was clever
If we go down, then we go down together
We'll get away with everything
Let's show them we are better

Let's show them we are better
Let's show them we are better

We were staying in Paris
To get away from your parents
You look so proud standing there, with a frown and a cigarette
Posting pictures of yourself on the internet
Out on the terrace
...

******* This Lyrics is NOT for Commercial use *******"
326,2017-06-16,131014124,Feel It Still,81,190800,Portugal. The Man,26300499,Woodstock,Pop,"Can't keep my hands to myself
Think I'll dust 'em off, put 'em back up on the shelf
In case my little baby girl is in need
Am I coming out of left field?

Ooh-woo, I'm a rebel just for kicks, now
I been feeling it since 1966, now
Might be over now, but I feel it still
Ooh-woo, I'm a rebel just for kicks, now
Let me kick it like it's 1986, now
Might be over now, but I feel it still

Got another mouth to feed
Leave it with a baby sitter, mama, call the grave digger
Gone with the fallen leaves
Am I coming out of left field?

...

******* This Lyrics is NOT for Commercial use *******"
327,2017-09-29,134281529,Sorry Not Sorry,78,33491436,Demi Lovato,26801690,Tell Me You Love Me,Pop,"Payback is a bad bitch
And baby, I'm the baddest (I'm the baddest-)
Go!

Now I'm out here looking like revenge
Feeling like a ten, the best I've ever been
And yeah, I know how bad it must hurt to see me like this
But it gets worse (wait a minute)

Now you're out here looking like regret
Ain't too proud to beg, second chance, you'll never get
And yeah, I know how bad it must hurt to see me like this
But it gets worse (wait a minute)

Now payback is a bad bitch, and baby, I'm the baddest
You fucking with a savage, can't have this, can't have this (ah)
And it'd be nice of me to take it easy on ya, but nah

Baby, I'm sorry (I'm not sorry)
Baby, I'm sorry (I'm not sorry)
Being so bad got me feeling so good
Showing you up like I knew that I would

Baby, I'm sorry (I'm not sorry)
Baby, I'm sorry (I'm not sorry)
...

******* This Lyrics is NOT for Commercial use *******"
328,2017-07-06,131757216,Bank Account,80,33091000,21 Savage,26423844,Issa Album,Rap,"Ooh, ooh, ooh, ow, ow, ow
Wow, wow, ow, ah, ow, ah, ah, ah

I buy a new car for the bitch (for real)
I tear down the mall with the bitch (for real)
You can't even talk to the bitch (no)
She fucking with bosses and shit (on God)
I pull up in 'Rari's and shit (skrrr)
With choppers and Harley's and shit (for real)
I be Gucci'd down (Gucci)
You wearing Lacoste and shit (bitch)

Yeah, Moncler, yuh, fur came off a bear, yuh (yeah)
Triple homicide, put me in a chair, yuh (in jail)
Triple cross the plug, we do not play fair, yuh (on God)
Got 'em tennis chains on and they real blingy (bling)
Draco make you do the chicken head like Chingy (Chingy)
Walk in Neiman Marcus and I spend a light 50 (50)
Please proceed with caution, shooters, they be right with me (21)
Bad bitch, cute face and some nice titties

$7,500 on a Saint Laurent jacket (yeah)
Bitch, be careful when you dumpin' your ashes (bitch)
I ain't no sucker, I ain't cuffin' no action (nah)
The skreets raised me, I'm a whole bastard (wild)
I bought a 'Rari just so I can go faster (skrrr)
Niggas tryna copy me, they playing catch up (21)
I might pull up in a Ghost, no Casper (21)
I been smoking gas and I got no asthma

I got 1-2-3-4-5-6-7-8 M's in my bank account, yeah (on God)
In my bank account, yeah (on God)
...

******* This Lyrics is NOT for Commercial use *******"
329,2016-05-06,110954075,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",90,22681,Justin Timberlake,23451949,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Pop,"I got this feeling inside my bones
It goes electric, wavey when I turn it on
All through my city, all through my home
We're flying up, no ceiling, when we in our zone

I got that sunshine in my pocket
Got that good song in my feet
I feel that hot blood in my body when it drops
I can't take my eyes up off it, moving so phenomenally
You gone like the way we rock it, so don't stop

Under the lights when everything goes
Nowhere to hide when I'm getting you close
When we move, well, you already know
So just imagine, just imagine, just imagine
Nothing I can see but you when you dance, dance, dance
Feeling good, good, creeping up on you
So just dance, dance, dance, come on
All those things I should do to you
But you dance, dance, dance
And ain't nobody leaving soon, so keep dancing

I can't stop the feeling
So just dance, dance, dance
I can't stop the feeling
So just dance, dance, dance, come on

Ooh, it's something magical
...

******* This Lyrics is NOT for Commercial use *******"
330,2017-06-23,146128333,Thunder,89,13895270,Imagine Dragons,28220887,Evolve,Electronic,"Just a young gun with a quick fuse
I was uptight, wanna let loose
I was dreaming of bigger things and
Wanna leave my own life behind
Not a ""Yes, sir"", not a follower
Fit the box, fit the mold, have a seat
In the foyer, take a number
I was lightning before the thunder (thunder)

Thunder, thunder, thun-
Thunder, th-th-thunder, thunder
Thunder, thunder, thun-
Thunder, th-th-thunder, thunder

Thunder, feel the thunder (thun-, thun-)
Lightning then the thunder (th-th-thunder, thunder)
Thunder, feel the thunder (thun-, thun-)
Lightning then the thunder, thunder (th-th-thunder, thunder)

Thunder
Thunder
...

******* This Lyrics is NOT for Commercial use *******"
331,2017-01-26,125424332,T-Shirt,71,41989854,Migos,25495391,Culture,Hip-Hop,"Nard & B
TrenchWerk

Ay, mama told me (Ay) not to sell work (mama)
Seventeen five, same color T-shirt (White)
Mama told me (Ay) not to sell work (mama)
Seventeen five, same color T-shirt (Yeah)

Young nigga poppin' with a pocket full of cottage (Ayy)
Woah kemosabe, chopper aimin' at your noggin (Ayy)
Had to cop the Audi, then the top, I had to chop it (Skrt skrt)
Niggas pocket watchin', so I gotta keep the rocket (Grrah)

Neck water faucet, (Water) mocking birds mocking (woo)
Act pint, stocking, nats keep thotting (Nat)
Wrist on hockey, (Hockey) wrist on rocky (rocky)
Lotta niggas copy, huh name someone can stop me (No one)
Bitches call me papi, (Bitch) 'sace that's my hobby ('sace)
Scotty on the molly, pocket rocket from O'Reilly
One off in the chamber, ain't no need for me to cock it (Uh)
Niggas get to droppin' when that Draco get to poppin' (Frrr)

All I want is cottage, roll a cigar full of broccoli (The cookie)
No check, want all cash, Nigga I don't do deposits (Uh-uh)
Bitches cross the border, nigga bitches from the tropics
I'ma get that bag, nigga, ain't no doubt about it (Yup)
...

******* This Lyrics is NOT for Commercial use *******"
332,2016-09-23,114846699,Mercy,83,27846837,Shawn Mendes,23978035,Illuminate (Deluxe),Rock,"You've got a hold on me
Don't even know your power
I stand a hundred feet
But I fall when I'm around you
Show me an open door
Then you go and slam it on me
I can't take anymore

I'm saying
Baby, please have mercy on me
Take it easy on my heart
Even though you don't mean to hurt me
You keep tearing me apart

Would you please have mercy, mercy on my heart?
Would you please have mercy, mercy on my heart?

I'd drive through the night
Just to be near you, baby
Heart open, testify
...

******* This Lyrics is NOT for Commercial use *******"
333,2017-03-31,127956987,Tunnel Vision,78,33491589,Kodak Black,25851246,Painting Pictures,Hip-Hop,"Gleeee!
Southside

Aye, Lil Metro on that beat

Lil Kodak, they don't like to see you winnin'
They wanna see you in the penitentiary
I need me a lil' baby who gon' listen
Girl, I don't wanna be the one you iggin'
My mama told me: ""Boy, make a decision!""
Right now I gotta keep a tunnel vision
I need me a lil' baby who gon' listen
Girl, I don't wanna be the one you iggin'
Lil Kodak, they don't like to see you winnin'
They wanna see you in the penitentiary
I need me a lil' baby who gon' listen
Girl, I don't wanna be the one you iggin'
My mama told me: ""Boy, make a decision!""

Right now I gotta keep a tunnel vision

They sendin' all my homies on a mission
And I ain't tryna miss out on these millions

I jumped up out the Wraith, Kodak bought a Wraith
I get any girl I want, any girl I want
She want me to save the day, but I ain't got a cape

...

******* This Lyrics is NOT for Commercial use *******"
334,2017-02-10,125075276,In Case You Didn't Know,88,51739846,Brett Young,25444050,Brett Young,Contemporary Country,"I can't count the times
Almost said what's on my mind
But I didn't

Just the other day
I wrote down all the things I'd say
But I couldn't
I just couldn't

Baby, I know that you've been wonderin'
So here goes nothin'

In case you didn't know
Baby, I'm crazy 'bout ya
And I would be lyin' if I said
That I could live this life without ya
Even though, I don't tell you all the time
You had my heart a long, long time ago
...

******* This Lyrics is NOT for Commercial use *******"
335,2016-06-16,113303287,Heathens,85,13827100,Twenty One Pilots,23814507,Heathens,Alternative Rap,"All my friends are heathens, take it slow
Wait for them to ask you who you know
Please don't make any sudden moves
You don't know the half of the abuse

All my friends are heathens, take it slow
Wait for them to ask you who you know
Please don't make any sudden moves
You don't know the half of the abuse

Welcome to the room of people
Who have rooms of people that they loved one day
Docked away
Just because we check the guns at the door
Doesn't mean our brains will change from hand grenades

You'll never know the psychopath sitting next to you
You'll never know the murderer sitting next to you
...

******* This Lyrics is NOT for Commercial use *******"
336,2017-06-02,149994435,Now Or Never,78,52055532,Halsey,28857029,hopeless fountain kingdom,Alternative,"I don't wanna fight right now
Know you always right
Now I know I need you 'round with me
But nobody waitin' 'round with me

Been through the ups
Yeah, the ups and the downs with me
Got a whole lot of love
But you don't wanna spread it 'round with me, yeah

Never pick up, never call me
You know we runnin' outta time
Never pick up when you owe me
Now I gotta draw a line

Baby, I done, done enough talking
Need to know that you're mine
Baby, we done, done enough talking
Gotta be right now, right now

Baby, gon' love me now, now, now, now, now, now
Now or never
Hey, hey
I want you to hold me down, down, down, down, down, down
Down forever
Hey, hey

Said you know I wanna keep you around
'Round forever
...

******* This Lyrics is NOT for Commercial use *******"
337,2022-05-12,236748576,Caroline,75,206052,Amine,51621747,La Mélodie 2,Hip Hop/Rap,"Listen man
What's up?
I heard you done got you a dime piece, man
Hell naw, man
One of them Beyoncé, Meagan Good types, man
Nah, nah, nah
Is that true, man?
I just wanna know
Probably not
I mean, shit to be honest with you, man, she's a-

Bad thang, fine as hell, thick as fuck
Oh my god, that's my baby
Caroline, you divine
Mighty fine
Shawty really blow the pipe (that's true)
Like a pro
Fuck you thought?

Holy shit, I'm really lit
It's looking like it's 'bout time to fuck it up
Caroline, listen up, don't wanna hear
About ya horoscope or what the future holds
Shut up and shut up and

Let's get gory, like a Tarantino movie
Don't wanna talk it out, can we fuck it out?
'Cause we gon' be up all night, fuck a decaf
You say I'm a tall thug, guess I'm a G-raffe
If ya want safe-sex, baby use the knee pads
...

******* This Lyrics is NOT for Commercial use *******"
338,2017-01-13,125090159,Rolex,76,34528863,Ayo & Teo,25445450,Rolex - Single,Hip Hop/Rap,"I just want a Rollie, Rollie, Rollie with a dab of ranch
I already got some designer to hold up my pants
I just want some ice on my wrist so I look better when I dance
Have you lookin' at it, put you in a trance
I just want a Rollie, Rollie, Rollie with a dab of ranch
I already got some designer to hold up my pants
I just want some ice on my wrist so I look better when I dance
Have you lookin' at it, put you in a trance
Yeah, yeah, yeah
All I ever wanted was a Rollie, Rollie
All I ever wanted was a Rollie, Rollie
Cooler than a snowman with the ice all on me
Now your chick all on me, now your chick all on me (she on me)

My Rollie don't tick tock, it just glide
Keep starin' at it and you might go blind
I be movin' clean, I don't even try
All I see is bands, bands, I spy
Yeah, dat way
I need that moola by Tuesday
Yeah, dat way
I low key feel like fungswae
I just now got started
Got views on views, I'm poppin'
My diamonds goin' retarded
...

******* This Lyrics is NOT for Commercial use *******"
339,2017-04-14,246780240,DNA.,83,33492070,Kendrick Lamar,54598971,DAMN.,Hip Hop/Rap,"I got, I got, I got, I got
Loyalty, got royalty inside my DNA
Cocaine quarter piece, got war and peace inside my DNA
I got power, poison, pain and joy inside my DNA
I got hustle though, ambition, flow inside my DNA
I was born like this, since one like this, immaculate conception
I transform like this, perform like this, was Yeshua new weapon
I don't contemplate, I meditate, then off your fucking head
This that put-the-kids-to-bed

This that I got, I got, I got, I got
Realness, I just kill shit 'cause it's in my DNA
I got millions, I got riches buildin' in my DNA
I got dark, I got evil, that rot inside my DNA
I got off, I got troublesome heart inside my DNA

I just win again, then win again like Wimbledon, I serve
Yeah, that's him again, the sound that engine in is like a bird
You see fireworks and Corvette tire skrrt the boulevard
I know how you work, I know just who you are

See, you's a, you's a, you's a
Bitch, your hormones prolly switch inside your DNA
Problem is, all that sucker shit inside your DNA
Daddy prolly snitched, heritage inside your DNA
Backbone don't exist, born outside a jellyfish, I gauge
See, my pedigree most definitely don't tolerate the front
Shit I've been through prolly offend you, this is Paula's oldest son
I know murder, conviction, burners, boosters
Burglars, ballers, dead, redemption
...

******* This Lyrics is NOT for Commercial use *******"
340,2016-09-30,115033623,Juju on That Beat (TZ Anthem),68,37030213,Zay Hilfigerrr & Zayion McCall,23997628,Juju on That Beat (TZ Anthem),Hip-Hop,"Do that one dance baby
That, that one dance
Yeah, oh
You don't know how to do that?
Baby do it for your grandma
Come on, I'm old and I'm trying to learn it
Well yeah, do it

Oh my god, oh my god. Girl ain't that Zay and Zayion?
Yas
Don't both of 'em got a girlfriend?
Girl I don't care
I don't care girl, he still cute
Oh yes

Walked in this party
And these girls lookin' at me
Skinny jeans on and you know my hair nappy
Hey, hey, hey
Okay, okay
I want y'all do it, do this dance now

JuJu on the beat
JuJu on that beat
JuJu on that, JuJu on that, JuJu on that beat
...

******* This Lyrics is NOT for Commercial use *******"
